61	61	5
-0.140895	-0.001826	0.059442	-0.147898	0.309094	
-0.244435	-0.227250	0.169387	-0.194717	0.541995	
0.081325	0.399178	-0.096438	0.096446	0.125797	
0.037177	0.032310	0.123887	-0.003799	0.170174	
-0.005687	0.345671	0.053765	-0.009910	0.267845	
0.041695	0.257207	0.103378	0.056917	0.148290	
0.133635	0.402208	-0.036614	0.031530	0.041686	
0.120006	0.195600	-0.086759	0.017850	0.112545	
0.000881	0.260541	-0.045719	-0.074422	0.122740	
0.196674	0.360496	0.065228	0.014385	-0.005448	
0.051921	0.278509	0.043012	0.056566	0.146327	
0.062663	0.420668	-0.074362	-0.025970	0.208051	
0.000013	0.261995	-0.093126	0.166640	0.055078	
0.034420	0.296331	-0.090516	-0.013290	0.009848	
0.138580	0.182670	0.072756	-0.164197	0.102732	
-0.008983	0.336064	-0.098060	0.009608	0.004806	
0.098752	0.274697	0.149658	-0.068624	0.307607	
0.006161	0.225452	-0.037087	-0.091556	0.029505	
0.126891	0.194997	0.166873	-0.064558	0.096010	
-0.017720	0.282327	0.012089	-0.040857	0.028271	
0.041240	0.088976	0.053231	-0.084904	0.161916	
0.046921	0.233303	0.193279	-0.041670	0.005220	
0.169032	0.225869	0.131212	0.061299	0.049727	
0.064159	0.216197	0.146046	-0.047417	0.073456	
0.133757	0.202600	0.035414	-0.209990	0.161119	
0.133915	0.129255	-0.048672	-0.027204	0.040630	
-0.017673	0.111075	-0.068683	-0.068680	0.051950	
-0.121137	0.044200	-0.039926	-0.161494	-0.059067	
-0.228286	0.047050	0.004995	-0.159573	-0.145707	
-0.202286	0.048291	-0.188483	-0.132563	-0.188852	
0.186893	-0.277922	0.323628	0.183740	-0.336903	
0.629056	-0.623396	0.170685	-0.939113	0.193250	
-0.854461	-0.894814	0.405772	0.864576	-0.281193	
0.060513	-0.025490	-0.411321	0.369625	0.034548	
0.058794	0.200428	-0.272362	-0.264764	0.244314	
0.026472	0.243738	-0.129769	-0.175524	0.044118	
-0.142505	0.277060	-0.225609	-0.120734	0.115891	
-0.035417	0.202290	-0.365579	-0.234680	-0.033297	
-0.020979	0.333858	-0.199421	-0.122592	-0.059196	
-0.161263	0.403814	-0.182966	-0.104288	0.072015	
-0.059509	0.340383	-0.107450	-0.134035	0.131314	
0.076466	0.360774	-0.251506	-0.086961	0.070033	
0.143959	0.329342	-0.280183	-0.090889	0.064267	
0.087468	0.293073	-0.090863	-0.085609	0.080628	
0.208046	0.343374	-0.074769	0.053550	0.106440	
0.026228	0.443110	-0.158467	0.067450	0.000225	
0.045552	0.354346	-0.122078	-0.083395	0.169797	
-0.095154	0.420517	-0.212844	-0.010432	0.133004	
-0.034157	0.396578	-0.173901	0.017574	0.122366	
0.022187	0.416400	-0.067267	-0.157573	0.111445	
0.030053	0.442407	0.005090	-0.027614	0.241525	
0.209548	0.453414	-0.188522	0.078141	-0.010683	
0.101880	0.400511	-0.072179	-0.038104	0.043078	
0.128491	0.240660	-0.092112	0.009755	0.165318	
-0.064400	0.501486	-0.007458	-0.059960	0.097541	
0.097016	0.481387	-0.098932	0.089587	0.130690	
0.034639	0.538725	-0.180408	0.029727	0.035594	
0.018206	0.511091	-0.001066	0.029478	0.167143	
0.038778	0.504117	-0.106860	0.009788	0.055921	
0.249330	0.426382	0.022140	-0.104892	0.054339	
0.000354	0.467097	-0.023097	-0.151177	0.091161	
0.061494	0.380860	-0.064550	-0.154175	0.188000	
0.241534	0.592810	-0.043863	-0.003424	0.034311	
